address,pid,linc_number,roll_number,tax_year,assessment_value,description,legal_description,land_use_district_code,land_use_description,subdivision,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
53 ASHBY GARDENS,2467107,34086009,12333,2016,"$320,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 10 Block: 24 Plan: 094 0249,,,Spruce Grove,53,Ashby Gardens,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R5,53.5657606,-113.9122217
53 ASPENGLEN DR,2014395,30847693,7869,2016,"$496,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 40 Block: 20 Plan: 042 6955,,,Spruce Grove,53,Aspenglen Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R4,53.563285,-113.916737
53 ASPENGLEN PL,1381122,26070459,5074,2016,"$363,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 116 Block: 15 Plan: 942 2070,,,Spruce Grove,53,Aspenglen Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3K1,53.5620341,-113.9137005
53 AUTUMNWOOD CRES,2764219,36947190,16947,2016,"$124,200.00 ",VACANT RESIDENTIAL LAND,Lot: 95 Block: 24 Plan: 152 5099,,,Spruce Grove,,,,,,,,,
53 AVONLEA CRT,2154684,31972342,9334,2016,"$419,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 194 Block: 15 Plan: 062 6299,,,Spruce Grove,53,Avonlea Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R5,53.5641224,-113.9107452
53 BEVERLY AVE,1376591,13775631,1112,2016,"$350,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 28 Block: 4 Plan: 5805RS,,,Spruce Grove,53,Beverly Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1J1,53.5499626,-113.8875876
53 BRAMPTON ST,1379016,16574411,1321,2016,"$324,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 37 Block: 15 Plan: 5805RS,,,Spruce Grove,53,Brampton Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1E4,53.554581,-113.887111
53 COLLINGWOOD AVE,1379211,19785170,603,2016,"$326,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 7 Plan: 2529RS,,,Spruce Grove,53,Collingwood Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A9,53.5480497,-113.8885869
53 CREEKSIDE CL,1960766,30273528,7515,2016,"$488,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 20 Plan: 042 0033,,,Spruce Grove,53,Creekside Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A2,53.55957,-113.920444
53 DEER PARK BLVD,1377586,23616568,4811,2016,"$328,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 1 Plan: 922 2770,,,Spruce Grove,53,Deer Park Boulevard,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3J6,53.5607221,-113.9283276
53 FAIRWAY DR,1378426,28494789,7115,2016,"$481,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 64 Block: 10 Plan: 002 3065,,,Spruce Grove,53,Fairway Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3K3,53.563186,-113.898022
53 GREENBURY CRES,2602320,34880055,13606,2016,"$386,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 21 Block: 1 Plan: 112 3786,,,Spruce Grove,,Greenbury Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5573842,-113.865294
53 HARTWICK CRT,2464387,34077404,12367,2016,"$324,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 144 Block: 3 Plan: 094 0007,,,Spruce Grove,53,Hartwick Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0K2,53.557311,-113.946669
53 HARTWICK GATE,2064299,31296577,8336,2016,"$360,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 3 Plan: 052 5093,,,Spruce Grove,53,Hartwick Gate,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.5594172,-113.9428354
53 HARTWICK LOOP,2223072,32574569,9765,2016,"$318,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 90 Block: 3 Plan: 072 6949,,,Spruce Grove,53,Hartwick Loop,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.556882,-113.94489
53 HEATHERGLEN CRES,1377964,26529215,6291,2016,"$332,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 6 Plan: 952 4373,,,Spruce Grove,53,Heatherglen Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3X4,53.558475,-113.926133
53 HILLDOWNS DR,2288347,33037581,11314,2016,"$682,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 79 Block: 3 Plan: 082 1150,,,Spruce Grove,53,Hilldowns Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0J1,53.561145,-113.894186
53 KENSINGTON CL,2713253,35990043,15750,2016,"$344,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 19 Block: 4 Plan: 142 0028,,,Spruce Grove,53,Kensington Close,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B9,53.5633141,-113.8767003
53 LAMPLIGHT COVE,2014849,30850937,7896,2016,"$418,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 2 Block: 4 Plan: 042 6978,,,Spruce Grove,53,Lamplight Cove,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R2,53.54631,-113.936719
53 LEYLAND WAY,2017067,30874052,7948,2016,"$331,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 19 Plan: 052 0033,,,Spruce Grove,53,Leyland Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4S2,53.5459434,-113.8740426
53 MEADOWVIEW CRT,2619242,34963140,13939,2016,"$324,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 19 Block: 17 Plan: 112 4864,,,Spruce Grove,53,Meadowview Landing,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A6,53.5487715,-113.933399
53 MILLER AVE,1376761,14989982,2283,2016,"$366,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 8 Plan: 752 1495,,,Spruce Grove,53,Miller Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2P2,53.555116,-113.918542
53 MILLGROVE DR,1380308,14993265,2130,2016,"$342,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 36 Block: 3 Plan: 752 1495,,,Spruce Grove,53,Millgrove Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.553689,-113.9167601
53 SPRUCE GARDENS CRES,2748141,36585000,16549,2016,"$85,500.00 ",VACANT RESIDENTIAL LAND,Lot: 18A Block: 2 Plan: 152 1295,,,Spruce Grove,53,Spruce Gardens Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.5570435,-113.9408567
53 SPRUCE RIDGE DR,2477989,34169045,12823,2016,"$393,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 117 Block: 5 Plan: 094 1622,,,Spruce Grove,53,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4M8,53.5550664,-113.9420032
53 SPRUCE VILLAGE DR EAST,2261575,32865694,11257,2016,"$367,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 29 Block: 16 Plan: 074 0020,,,Spruce Grove,53,Spruce Village Drive East,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H1,53.5619152,-113.8754203
53 VAUGHN AVE,2144697,31865984,9029,2016,"$282,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 13 Block: 5 Plan: 062 4991,,,Spruce Grove,53,Vaughn Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R9,53.558107,-113.881417
53 VENTURA ST,1980245,30484364,7504,2016,"$283,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 40 Block: 1 Plan: 042 2517,,,Spruce Grove,53,Ventura Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4P6,53.559913,-113.8846085
53 VERNON ST,2154191,31960982,9199,2016,"$315,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 45 Block: 9 Plan: 062 6115,,,Spruce Grove,53,Vernon Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C1,53.560661,-113.879551
53 VERONA CRES,2464715,34075565,12304,2016,"$471,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 20 Plan: 092 9990,,,Spruce Grove,53,Verona Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0J7,53.561164,-113.874768
11 LANDON CRES,2149616,31924871,9146,2016,"$397,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 78 Block: 11 Plan: 062 5740,,,Spruce Grove,11,Landon Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E4,53.547073,-113.874444
11 LANDON DR,2017048,30874309,7973,2016,"$405,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 26 Block: 20 Plan: 052 0033,,,Spruce Grove,11,Landon Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4S1,53.54493,-113.874994
11 LANDSDOWNE CL,1378136,27230507,6520,2016,"$354,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 74 Block: 14 Plan: 972 3777,,,Spruce Grove,,Spruce Lane,Lansdowne,Ontario,Leeds and Grenville United Counties,Canada,K0E 1L0,44.4913568,-76.0922183
11 LANGLEY CRES,1378304,28175702,6745,2016,"$365,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 69 Block: 15 Plan: 992 6090,,,Spruce Grove,11,Langley Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A7,53.5446619,-113.8804798
11 LARCH BAY,1380724,16986572,4443,2016,"$382,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 9 Plan: 912 0438,,,Spruce Grove,11,Larch Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W6,53.5498982,-113.8821312
11 LEYLAND CL,1934606,30080097,7363,2016,"$379,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 34 Block: 17 Plan: 032 4516,,,Spruce Grove,11,Leyland Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A8,53.5445879,-113.874583
11 LEYLAND WAY,2054280,31200504,8199,2016,"$383,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 35 Block: 20 Plan: 052 4246,,,Spruce Grove,11,Leyland Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A8,53.5445879,-113.874583
11 LILAC BAY,2740785,36424786,16280,2016,"$184,300.00 ",VACANT RESIDENTIAL LAND,Lot: 166 Block: 3 Plan: 142 5326,,,Spruce Grove,,Lilac Bay,Spruce Grove,Alberta,Division No. 11,Canada,,53.5633508,-113.8890034
53 WEST TERRACE PL,1376368,13109707,2884,2016,"$334,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 40 Block: 6 Plan: 782 3421,,,Spruce Grove,53,West Terrace Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1T4,53.5470709,-113.9219074
53003 RANGE RD 271,1357958,15189111,89003,2016,"$671,600.00 ",ANNEXED RESIDENTIAL,,,,Spruce Grove,53003,Range Road 271,Spruce Grove,Alberta,Division No. 11,Canada,T7Y 1G9,53.4356941,-113.8607449
531 KING ST,1379729,14548128,1466,2016,"$380,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 1 Block: 2 Plan: 3083TR,,,Spruce Grove,531,King Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1B3,53.5553722,-113.8975305
53101 RANGE RD 271,2747182,36574698,89023,2016,"$9,758,000.00 ",ANNEXED RESIDENTIAL VACANT,Meridian: 4 Range: 27 Township: 53 Section: 12 Quarter: SW 1/4,,,Spruce Grove,53101,Range Road 271,Spruce Grove,Alberta,Division No. 11,Canada,T7Y 1G9,53.4356941,-113.8607449
53117 RANGE RD 271,1357494,25508772,89025,2016,"$19,700.00 ",ANNEXED FARMLAND,Meridian: 4 Range: 27 Township: 53 Section: 12 Quarter: NW,,,Spruce Grove,53117,Range Road 271,Spruce Grove,Alberta,Division No. 11,Canada,T7Y 1G9,53.4356941,-113.8607449
53130 RANGE RD 271,1358037,27021336,89013,2016,"$1,570,200.00 ",ANNEXED RESIDENTIAL,Lot: 1 Block: Plan: 972 0912,,,Spruce Grove,53130,Range Road 271,Spruce Grove,Alberta,Division No. 11,Canada,T7Y 1G9,53.4356941,-113.8607449
54 320 SPRUCE RIDGE RD,2394535,33770272,11864,2016,"$220,500.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 7 Plan: 092 1385,,,Spruce Grove,320,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H5,53.556778,-113.935783
54 APPLEWOOD POINT,2559043,34627901,13286,2016,"$506,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 38 Block: 26 Plan: 102 7081,,,Spruce Grove,,Applewood Point,Spruce Grove,Alberta,Division No. 11,Canada,,53.5678796,-113.9121374
54 ASPENGLEN PL,1381133,26070565,5085,2016,"$364,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 10 Block: 17 Plan: 942 2070,,,Spruce Grove,54,Aspenglen Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3K1,53.56204,-113.914374
54 BELLEVILLE AVE,1379077,16576953,1138,2016,"$299,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 54 Block: 4 Plan: 5805RS,,,Spruce Grove,54,Belleville Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1J5,53.548589,-113.889117
54 DANFIELD PL,2325492,33316415,11501,2016,"$644,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 26 Block: 11 Plan: 082 5252,,,Spruce Grove,54,Danfield Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E6,53.564836,-113.927263
54 DEER PARK BLVD,1377615,23616858,4840,2016,"$393,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 2 Block: 5 Plan: 922 2770,,,Spruce Grove,54,Deer Park Boulevard,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3J6,53.5611224,-113.9283529
54 DEER PARK CRES,172785,29140761,5233,2016,"$428,900.00 ",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,54,Deer Park Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4J2,53.5606268,-113.9308238
54 DORCHESTER RD,1377320,19748516,700,2016,"$312,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 28 Block: 9 Plan: 2529RS,,,Spruce Grove,54,Dorchester Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2B4,53.545247,-113.887059
54 GILMORE WAY,2689714,35608090,14597,2016,"$314,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 76 Block: 6 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
54 GOEBEL DR,1380936,11656410,3198,2016,"$335,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 15 Block: 5 Plan: 792 1841,,,Spruce Grove,54,Goebel Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A2,53.5521651,-113.8774937
54 GREENBURY BLVD,2602265,34881086,13712,2016,"$297,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 19B Block: 5 Plan: 112 3786,,,Spruce Grove,,Greenbury Boulevard,Spruce Grove,Alberta,Division No. 11,Canada,,53.558003,-113.8646538
54 GREENBURY MANOR,2740424,36419992,16243,2016,"$80,000.00 ",VACANT RESIDENTIAL LAND,Lot: 19 Block: 3 Plan: 142 5281,,,Spruce Grove,54,Greenbury Manor,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.559811,-113.8663595
54 GREYSTONE CRES,2070570,31361173,8506,2016,"$422,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 27 Block: 7 Plan: 052 5698,,,Spruce Grove,54,Greystone Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5552658,-113.8741553
54 HALDEN CRES,1377881,26300856,6178,2016,"$426,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 40 Block: 3 Plan: 952 0207,,,Spruce Grove,54,Halden Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2V6,53.5606451,-113.8957874
54 HEATHERGLEN CL,1378508,29052256,5133,2016,"$320,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 8 Plan: 012 4949,,,Spruce Grove,,,,,,,,,
54 HEATHERGLEN CRES,1377950,26529074,6275,2016,"$327,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 21 Block: 5 Plan: 952 4373,,,Spruce Grove,54,Heatherglen Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3X4,53.558487,-113.927048
54 HEWITT CIRCLE,2677488,35381938,14231,2016,"$352,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 16 Block: 10 Plan: 122 3791,,,Spruce Grove,54,Hewitt Circle,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C6,53.5603196,-113.9489917
54 HUNTINGTON CRES,2097571,31512438,8836,2016,"$458,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 31 Block: 2 Plan: 062 0155,,,Spruce Grove,54,Huntington Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A9,53.5609428,-113.9362447
54 LAMPLIGHT DR,2166495,32055379,9497,2016,"$548,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 33 Block: 1 Plan: 062 7193,,,Spruce Grove,54,Lamplight Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G8,53.548091,-113.937046
54 LANDON CRES,2149578,31924962,9155,2016,"$423,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 21 Plan: 062 5740,,,Spruce Grove,54,Landon Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E3,53.547903,-113.8748556
54 LINKSIDE BLVD,2059981,31252679,8213,2016,"$580,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 72 Block: 10 Plan: 052 4715,,,Spruce Grove,54,Linkside Boulevard,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A6,53.567407,-113.905536
54 LINKSVIEW DR,1858237,30030779,7294,2016,"$538,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 52 Block: 14 Plan: 032 4111,,,Spruce Grove,54,Linksview Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4P3,53.5686818,-113.9041441
54 LONGVIEW DR,2010292,30808737,7834,2016,"$557,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 40 Block: 13 Plan: 042 6508,,,Spruce Grove,54,Longview Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R7,53.566535,-113.895504
54 MARLBORO DR,1376768,14990972,2317,2016,"$442,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 37 Block: 8 Plan: 752 1495,,,Spruce Grove,54,Marlboro Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5517253,-113.9179442
54 MEADOWLAND WAY,2706856,35859032,15154,2016,"$129,800.00 ",VACANT RESIDENTIAL LAND,Lot: 15 Block: 10 Plan: 132 4357,,,Spruce Grove,54,Meadowland Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G7,53.5523071,-113.9312383
54 MILLGROVE DR,1376732,14987945,2202,2016,"$354,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 11 Block: 6 Plan: 752 1495,,,Spruce Grove,54,Millgrove Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2M4,53.5534211,-113.9172859
54 SPRING GATE,2729515,36257376,15936,2016,"$128,900.00 ",VACANT RESIDENTIAL LAND,Lot: 71 Block: 5 Plan: 142 3656,,,Spruce Grove,54,Spring Gate,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4M9,53.5531363,-113.9445532
54 SPRUCE GARDENS CRES,2748090,36584499,16498,2016,"$94,000.00 ",VACANT RESIDENTIAL LAND,Lot: 13B Block: 1 Plan: 152 1295,,,Spruce Grove,54,Spruce Gardens Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.5570435,-113.9408567
54 SPRUCE RIDGE DR,2477976,34169201,12839,2016,"$533,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 6 Plan: 094 1622,,,Spruce Grove,54,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4M8,53.5553468,-113.9422992
54 SPRUCE VILLAGE DR WEST,2153966,31955728,9295,2016,"$338,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 9 Plan: 062 6083,,,Spruce Grove,54,Spruce Village Drive West,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B9,53.560659,-113.880088
54 STONESHIRE CRES,1375907,10773471,4141,2016,"$405,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 21 Block: 10 Plan: 892 1650,,,Spruce Grove,54,Stoneshire Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3E2,53.5586607,-113.8991867
54 TRIBUTE COMMON,2742000,36475459,16359,2016,"$106,800.00 ",VACANT RESIDENTIAL LAND,Lot: 25 Block: 2 Plan: 142 5736,,,Spruce Grove,,Tribute Common,,Alberta,Division No. 11,Canada,T7X 0A7,53.5543426,-113.8700506
54 VANESSA AVE,2261536,32865116,11221,2016,"$416,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 27 Block: 15 Plan: 074 0020,,,Spruce Grove,54,Vanessa Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H1,53.5625356,-113.8764254
54 VENTURA ST,1980227,30484570,7597,2016,"$347,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 4 Plan: 042 2517,,,Spruce Grove,54,Ventura Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4P6,53.5600515,-113.8841378
54 WELLINGTON CRES,1376501,13384896,2632,2016,"$273,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 35 Block: 2 Plan: 782 2918,,,Spruce Grove,54,Wellington Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1K2,53.5532449,-113.89874
54 WESTLAKE DR,1375936,10793073,3404,2016,"$307,500.00 ",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,54,Westlake Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1S9,53.5453991,-113.9236228
54 WINCHESTER AVE,1375877,10722965,1583,2016,"$356,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 13 Block: 4 Plan: 3083TR,,,Spruce Grove,54,Winchester Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1L9,53.5549073,-113.9058647
55 320 SPRUCE RIDGE RD,2394535,33770264,11863,2016,"$220,500.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 6 Plan: 092 1385,,,Spruce Grove,320,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H5,53.556778,-113.935783
55 ASPENGLEN PL,1381123,26070466,5075,2016,"$312,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 117 Block: 15 Plan: 942 2070,,,Spruce Grove,55,Aspenglen Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3K1,53.5621887,-113.9137006
55 AVONLEA CRT,2154685,31972350,9335,2016,"$466,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 195 Block: 15 Plan: 062 6299,,,Spruce Grove,55,Avonlea Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R5,53.5641247,-113.9107365
11 LINCOLN COVE,2628322,35034461,14106,2016,"$532,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 45 Block: 12 Plan: 112 5609,,,Spruce Grove,,Lincoln Cove,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H4,53.5666961,-113.8913691
11 LINCOLN CRT,2677946,35388768,14332,2016,"$163,400.00 ",VACANT RESIDENTIAL LAND,Lot: 117 Block: 12 Plan: 122 3858,,,Spruce Grove,,Lincoln Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H4,53.565914,-113.888585
11 LINCOLN GATE,2616922,34948786,13838,2016,"$618,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 59 Block: 12 Plan: 112 4687,,,Spruce Grove,,Lincoln gate,Spruce Grove,Alberta,Division No. 11,Canada,,53.5660541,-113.8902788
11 LINDSAY AVE,1377747,25496597,5008,2016,"$362,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 13 Plan: 932 2404,,,Spruce Grove,11,Lindsay Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3W7,53.5484547,-113.879294
11 LINDSAY CRES,1377716,25496266,4977,2016,"$435,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 20 Block: 10 Plan: 932 2404,,,Spruce Grove,11,Lindsay Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3W8,53.5493079,-113.8796346
11 LINKSIDE CRT,1377823,26236125,6078,2016,"$546,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 11 Block: 7 Plan: 942 3641,,,Spruce Grove,11,Linkside Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3C4,53.5637536,-113.9077642
55 BEVERLY AVE,1375837,10415447,1113,2016,"$327,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 29 Block: 4 Plan: 5805RS,,,Spruce Grove,55,Beverly Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1J1,53.5499704,-113.8873841
55 COLLINGWOOD AVE,1379212,19785238,604,2016,"$342,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 7 Block: 7 Plan: 2529RS,,,Spruce Grove,55,Collingwood Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A9,53.5480483,-113.8883476
55 DANFIELD PL,2325469,33316134,11471,2016,"$222,600.00 ",VACANT RESIDENTIAL LAND,Lot: 65 Block: 6 Plan: 082 5252,,,Spruce Grove,55,Danfield Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A3,53.563732,-113.927919
55 GILMORE WAY,2689796,35608595,14649,2016,"$379,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 29 Block: 7 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
55 GREENBURY MANOR,2740461,36419786,16222,2016,"$93,800.00 ",VACANT RESIDENTIAL LAND,Lot: 52 Block: 1 Plan: 142 5281,,,Spruce Grove,55,Greenbury Manor,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.559811,-113.8663595
55 GREYSTONE DR,1380877,12682597,3110,2016,"$336,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 13 Block: 3 Plan: 792 1841,,,Spruce Grove,55,Greystone Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A6,53.552331,-113.881084
55 HANEY LANDING,2103343,31555495,8859,2016,"$275,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 11A Block: 7 Plan: 062 0614,,,Spruce Grove,55,Haney Landing,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B1,53.558499,-113.889243
